FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,CombinedPercent,CombinedGrade
Rep. Fred Doucette (R),"Doucette, Fred",Fred,Doucette,R,Rockingham,8,Rockingham-8,377220,57,57,40,4,13,0,140,116.5,22.8,83.2,B+,0,83.2,B+
Rep. Laurie Sanborn (R),"Sanborn, Laurie",Laurie,Sanborn,R,Hillsborough,41,Hillsborough-41,377016,57,57,41,3,13,0,140,116.5,22.8,83.2,B+,0,83.2,B+
Rep. Russell Ober (R),"Ober, Russell",Russell,Ober,R,Hillsborough,37,Hillsborough-37,376506,57,57,38,0,19,0,140,116,33.3,82.9,B+,0,82.9,B+
Rep. Norman Major (R),"Major, Norman",Norman,Major,R,Rockingham,14,Rockingham-14,376087,57,57,41,5,11,0,140,115.5,19.3,82.5,B+,0,82.5,B+
Rep. Terry Roy (R),"Roy, Terry",Terry,Roy,R,Rockingham,32,Rockingham-32,408925,57,57,40,3,14,0,140,115.5,24.6,82.5,B+,0,82.5,B+
Rep. John Klose (R),"Klose, John",John,Klose,R,Merrimack,21,Merrimack-21,374140,57,57,41,7,9,0,140,115,15.8,82.1,B+,0,82.1,B+
Rep. Aboul Khan (R),"Khan, Aboul",Aboul,Khan,R,Rockingham,20,Rockingham-20,377130,57,57,38,4,15,0,140,114.5,26.3,81.8,B+,0,81.8,B+
Rep. Jack Flanagan (R),"Flanagan, Jack",Jack,Flanagan,R,Hillsborough,26,Hillsborough-26,376936,57,57,38,4,15,0,140,114,26.3,81.4,B+,0,81.4,B+
Rep. Abigail Rooney (R),"Rooney, Abigail",Abigail,Rooney,R,Strafford,1,Strafford-1,408929,57,57,38,3,16,0,140,113.5,28.1,81.1,B+,0,81.1,B+
Rep. Phyllis Katsakiores (R),"Katsakiores, Phyllis",Phyllis,Katsakiores,R,Rockingham,6,Rockingham-6,332247,57,57,38,3,16,0,140,113,28.1,80.7,B+,0,80.7,B+
Rep. Barbara Griffin (R),"Griffin, Barbara",Barbara,Griffin,R,Hillsborough,6,Hillsborough-6,377233,57,57,36,3,18,0,140,112.5,31.6,80.4,B+,0,80.4,B+
Rep. Mary Griffin (R),"Griffin, Mary",Mary,Griffin,R,Rockingham,7,Rockingham-7,376126,57,57,37,4,16,0,140,112.5,28.1,80.4,B+,0,80.4,B+
Rep. Joseph Guthrie (R),"Guthrie, Joseph",Joseph,Guthrie,R,Rockingham,13,Rockingham-13,376127,57,57,41,7,9,0,140,112,15.8,80,B+,0,80,B+
Rep. Kathleen Hoelzel (R),"Hoelzel, Kathleen",Kathleen,Hoelzel,R,Rockingham,3,Rockingham-3,373860,57,57,41,8,8,0,140,112,14,80,B+,0,80,B+
Rep. Lynne Ober (R),"Ober, Lynne",Lynne,Ober,R,Hillsborough,37,Hillsborough-37,376609,57,57,37,2,18,0,140,112,31.6,80,B+,0,80,B+
Rep. Chris True (R),"True, Chris",Chris,1,R,Rockingham,4,Rockingham-4,377268,57,57,34,0,23,0,140,112,40.4,80,B+,0,80,B+
Rep. Linda Gould (R),"Gould, Linda",Linda,Gould,R,Hillsborough,7,Hillsborough-7,377299,57,57,35,3,19,0,140,111.5,33.3,79.6,B,0,79.6,B
Rep. JP Marzullo (R),"Marzullo, JP",JP,Marzullo,R,Hillsborough,2,Hillsborough-2,408846,57,57,38,4,15,0,140,111.5,26.3,79.6,B,0,79.6,B
Rep. William Marsh (R),"Marsh, William",William,Marsh,R,Carroll,8,Carroll-8,408279,57,57,43,11,3,0,140,110,5.3,78.6,B,0,78.6,B
Rep. David Milz (R),"Milz, David",David,Milz,R,Rockingham,6,Rockingham-6,377147,57,57,33,4,20,0,140,108.5,35.1,77.5,B,0,77.5,B
Rep. John O'Connor (R),"O'Connor, John",John,O'Connor,R,Rockingham,6,Rockingham-6,376993,57,57,34,6,17,0,140,107,29.8,76.4,B,0,76.4,B
Rep. James Spillane (R),"Spillane, James",James,Spillane,R,Rockingham,2,Rockingham-2,377264,57,57,29,0,28,0,140,107,49.1,76.4,B,0,76.4,B
Rep. Steven Beaudoin (R),"Beaudoin, Steven",Steven,Beaudoin,R,Strafford,9,Strafford-9,377067,57,57,30,1,26,0,140,104.5,45.6,74.6,B,0,74.6,B
Rep. Bill Nelson (R),"Nelson, Bill",Bill,Nelson,R,Carroll,5,Carroll-5,377154,57,57,31,5,21,0,140,104,36.8,74.3,B,0,74.3,B
Rep. Rick Ladd (R),"Ladd, Rick",Rick,Ladd,R,Grafton,4,Grafton-4,376832,57,57,29,3,25,0,140,103.5,43.9,73.9,B,0,73.9,B
Rep. Walter Kolodziej (R),"Kolodziej, Walter",Walter,Kolodziej,R,Rockingham,7,Rockingham-7,376829,57,57,27,2,28,0,140,103,49.1,73.6,B,0,73.6,B
Rep. Alicia Lekas (R),"Lekas, Alicia",Alicia,Lekas,R,Hillsborough,37,Hillsborough-37,408880,57,57,26,0,31,0,140,103,54.4,73.6,Inc,0,73.6,Inc
Rep. Betsy McKinney (R),"McKinney, Betsy",Betsy,McKinney,R,Rockingham,5,Rockingham-5,331314,57,57,29,4,24,0,140,101.5,42.1,72.5,B-,0,72.5,B-
Rep. Brian Chirichiello (R),"Chirichiello, Brian",Brian,Chirichiello,R,Rockingham,6,Rockingham-6,376917,57,57,25,1,31,0,140,101,54.4,72.1,Inc,0,72.1,Inc
Rep. Peter Varney (R),"Varney, Peter",Peter,Varney,R,Belknap,5,Belknap-5,377271,57,57,26,1,30,0,140,100.5,52.6,71.8,Inc,0,71.8,Inc
Rep. Glenn Cordelli (R),"Cordelli, Glenn",Glenn,Cordelli,R,Carroll,4,Carroll-4,377085,57,57,24,2,31,0,140,99,54.4,70.7,Inc,0,70.7,Inc
Rep. John Hunt (R),"Hunt, John",John,Hunt,R,Cheshire,11,Cheshire-11,372375,57,57,24,2,31,0,140,99,54.4,70.7,Inc,0,70.7,Inc
Rep. Timothy Lang (R),"Lang, Timothy",Timothy,Lang,R,Belknap,4,Belknap-4,407925,57,57,25,2,30,0,140,99,52.6,70.7,Inc,0,70.7,Inc
Rep. Charles McMahon (R),"McMahon, Charles",Charles,McMahon,R,Rockingham,7,Rockingham-7,376498,57,57,30,8,19,0,140,98.5,33.3,70.4,B-,0,70.4,B-
Rep. Glen Aldrich (R),"Aldrich, Glen",Glen,Aldrich,R,Belknap,2,Belknap-2,377203,57,57,21,0,36,0,140,97.5,63.2,69.6,Inc,0,69.6,Inc
Rep. Mac Kittredge (R),"Kittredge, Mac",Mac,Kittredge,R,Strafford,12,Strafford-12,408933,57,57,20,0,37,0,140,96.5,64.9,68.9,Inc,0,68.9,Inc
Rep. Everett McBride (R),"McBride, Everett",Everett,McBride,R,Rockingham,8,Rockingham-8,408910,57,57,24,2,31,0,140,95.5,54.4,68.2,Inc,0,68.2,Inc
Rep. William Fowler (R),"Fowler, William",William,Fowler,R,Rockingham,20,Rockingham-20,408919,57,57,19,0,38,0,140,95,66.7,67.9,Inc,0,67.9,Inc
Rep. Betty Gay (R),"Gay, Betty",Betty,Gay,R,Rockingham,8,Rockingham-8,408411,57,57,34,15,8,0,140,95,14,67.9,B-,0,67.9,B-
Rep. Edward DeClercq (R),"DeClercq, Edward",Edward,DeClercq,R,Rockingham,8,Rockingham-8,408909,57,57,19,2,36,0,140,93.5,63.2,66.8,Inc,0,66.8,Inc
Rep. George Feeney (R),"Feeney, George",George,Feeney,R,Belknap,5,Belknap-5,408821,57,57,19,2,36,0,140,93.5,63.2,66.8,Inc,0,66.8,Inc
Rep. Robert Forsythe (R),"Forsythe, Robert",Robert,Forsythe,R,Merrimack,8,Merrimack-8,408948,57,57,18,0,39,0,140,92.5,68.4,66.1,Inc,0,66.1,Inc
Rep. Charles Burns (R),"Burns, Charles",Charles,Burns,R,Hillsborough,23,Hillsborough-23,408340,57,57,18,2,37,0,140,91,64.9,65,Inc,0,65,Inc
Rep. David Danielson (R),"Danielson, David",David,Danielson,R,Hillsborough,7,Hillsborough-7,377089,57,57,30,16,11,0,140,91,19.3,65,C+,0,65,C+
Rep. Robert Elliott (R),"Elliott, Robert",Robert,Elliott,R,Rockingham,8,Rockingham-8,376744,57,57,29,10,18,0,140,90,31.6,64.3,C+,0,64.3,C+
Rep. John Graham (R),"Graham, John",John,Graham,R,Hillsborough,7,Hillsborough-7,376343,57,57,19,6,32,0,140,90,56.1,64.3,Inc,0,64.3,Inc
Rep. Barbara Shaw (D),"Shaw, Barbara",Barbara,Shaw,D,Hillsborough,16,Hillsborough-16,376392,57,57,31,19,7,0,140,87.5,12.3,62.5,C+,0,62.5,C+
Rep. James Whittemore (R),"Whittemore, James",James,Whittemore,R,Hillsborough,37,Hillsborough-37,408883,57,57,12,0,45,0,140,86,78.9,61.4,Inc,0,61.4,Inc
